ENTITY_ID,SAMPLE,MODE,RESPONDENT_DATE,EndDate,S1,Q1,Q2,Q3,Q4,Q5,Q6,Q6_CODED,Q6_TEXT,Q7,Q7_CODED,Q7_TEXT,Q8,Q9,Q10,Q11,Q12,Q12_TEXT,Q13,Q14,Q15,Q15_TEXT,Q16,Q16_TEXT,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25A,Q25B,Q25C,Q25D,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q32A,Q32B,Q32C,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q33J,Q34,Q35A,Q35B,Q35C,Q35D,Q36,Q37A,Q37B,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q38A,Q38B,Q38C,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q46_TEXT,Q47,Q48,Q49,Q49_TEXT,Q50,Q51,Q52,Q53,Q54A,Q54B,Q54C,Q55,Q55_TEXT,Q56_1,Q56_2,Q56_3,Q56_4,Q57,Q58,Q59,Q60,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q62,Q63,Q64_1,Q64_2,Q64_3,Q64_4,Q64_5,Q64_6,Q65,Q66_1,Q66_2,Q66_3,Q66_4,Q66_5,Q66_TEXT,Q67,Q68,RACE1,RACE2,RACE3,RACE4,RACE5,RACE6,RACE7,MARITAL_STATUS,EDUCATION,STATE,REGION,DIVISION,WORKER_TYPE,W2_STATUS,WEIGHT
4398199525,4,2,2/10/2025, , ,8,8,2,6,1,8, , ,12, , ,3,2, , ,1, , ,6,1, ,1, ,6,3,2,45,50,35,1,-98,3,2,2,1,1,1,1,-99,-99,-99,-99,1,-98,2,1,3,3,3,1,1,1,2,2,1,3,-98,4,1,3,4,4,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,9,6, , , , , , , , , ,67,2,2,0,0,0,1, ,1,-99,-99,-99,6,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,6,MA,1,1,1,1,.18352187409072
4398199531,3,1, ,1/17/2025 14:58:12,1,5,5,2,1,1,10, ,-98,13, ,-98,2,2, , ,1,-98, ,6,1,-98,1,-98,3,0,8,27,27,27,2,6,2,1,4,3,1,1,1,-99,-99,-99,-99,3,2,2,2,4,4,3,2,2,2,2,5,3,1,4,4,2,7,5,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,6,1,7,4, , , , , , , , , ,58,5,2,0,-98,-98,2,-98,1,1,-99,-99,4,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,5,4,MA,1,1,1,1,.685191320665753
4398199533,4,2,1/27/2025, , ,8,8,3,9,3,18, , ,17, , ,2,1, , ,1, ,1,5,2, ,1, ,4,0,4,20,20,20,3,6,4,4,4,1,1,1,1,1,1,1,-99,2,2,2,1,3,1,2,2,1,2,2,3,2,2,2,2,2,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,1,7,7,9,2,1, ,9,2,1, , ,62,2,2,0,0,0,1, ,-99,-99,1,-99,4,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,1,2, , , , , , ,7,2,4,MA,1,1,1,1,.685191320665753
4398199535,4,2,2/13/2025, , ,7,8,3,9,1,2, , ,11, , ,5,2, , ,1, , ,1,1, ,1, ,5,0,1,52,61,45,1,1,2,4,3,1,1,1,1,1,1,1,-99,3,1,2,2,3,4,2,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,5,9,2,7,3, , , , , , , , , ,29,5,2,0,0,0,1, ,1,1,-99,-99,6,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,1,-99,-99,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,5,6,MA,1,1,1,1,1.4793604633998
4398199560,4,2,1/23/2025, , ,7,7,2,7,1,2, , ,11, , ,5,2, , ,1, , ,6,1, ,1, ,5,5,5,40,40,40,2,5,2,4,3,2,1,1,1,1,1,1,-99,1,2,2,2,4,3,3,3,2,2,2,3,2,3,3,2,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,8,1,8,5, , , , , , , , , ,50,3,0,0,0,1,1, ,1,1,1,-99,5,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,3,5,MA,1,1,1,1,.184232479923536
4398199562,4,2,1/23/2025, , ,10,10,2,1,1,3, , ,13, , ,4,2, , ,1, , ,6,1, ,1, ,5,0,4,40,40,40,3,6,4,4,3,1,1,1,-99,-99,1,-99,-99,2,3,2,2,4,2,2,2,1,1,4,4,4,1,5,5,5,2,5,1,2,1,2,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,3,6,6,10,10, , , , , , , , , ,58,2,2,0,0,0,1, ,1,-99,1,-99,6,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,6,MA,1,1,1,1,.379931126045402
4398199563,4,2,2/4/2025, , ,5,5,3,2,1,13,13,LAW ENFORCEMENT,17, , ,3,1, , ,1, , ,6,2, ,4, ,5,0,8,45,46,40,2,3,4,4,3,1,1,1,1,1,1,1,-99,1,2,1,1,4,3,3,2,2,2,3,2,2,4,3,4,5,5,5,5,2,1,2,2,2,4,-98,-98,-98,1,-98,-98,-98,-98,-98,1,2,2,4,9,5,6,8, , , , , , , , , ,54,2,2,0,0,0,1, ,1,-99,-99,-99,5,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,5,MA,1,1,1,1,.734729186340317
4398199564,4,2,1/31/2025, , ,4,8,4,0,1,21, , ,1,1,OIL COMPANY,3,2, , ,1, , ,6,2, ,1, ,5,0,8,49,52,40,1,1,4,4,4,3,1,-99,-99,-99,-99,-99,-99,2,2,2,2,3,4,4,2,1,2,5,5,5,2,5,5,5,5,4,2,2,2,2,2,2,5,-98,-98,-98,1,-98,-98,-98,-98,-98,1,1,2,2,4,5,6,3, , , , , , , , , ,63,3,0,0,0,0,1, ,-99,1,-99,-99,2,1,4,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,3,2,MA,1,1,1,1,1.11381297344063
4398199568,4,2,1/30/2025, , ,7,6,3,7,1,24,24,SEMI-RETIRED,5, , ,5,2, , ,1, ,1,5,2, ,1, ,4,0,1,20,20,16,2,1,2,2,2,2,1,-99,1,1,-99,-99,-99,2,2,1,2,3,3,3,3,4,3,2,2,4,1,4,4,3,3,5,4,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,8,6, , , , , , , , , ,66,2,2,0,0,0,4,EXTRA DENTAL W/EMPLOYER,-99,-99,-99,1,4,1,2,2,-99,-99,-99,-99,1,2,1,1,-99,1,-99,-99,-99,2,-99,1,-99,-99,-99, ,1,2, , , , , , ,7,2,4,MA,1,1,1,1,.421759953648186
4398199571,4,2,1/28/2025, , ,9,8,2,8,1,1, , ,13, , ,3,2, , ,1, , ,3,1, ,1, ,5,5,5,45,45,40,2,6,1,2,2,2,1,1,1,1,1,1,-99,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,8,5, , , , , , , , , ,43,3,0,-98,-98,1,1, ,1,-99,-99,-99,6,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,3,6,MA,1,1,1,1,.4720614583026
4398199575,4,2,1/27/2025, , ,9,9,2,9,1,10, , ,13, , ,1,2, , ,1, ,1,6,2, ,1, ,1,0,8,5,5,5,3,5,1,1,1,1,-99,-99,-99,-99,-99,-99,1,3,2,2,2,3,2,4,3,2,3,2,3,2,4,2,1,1,7,2,1,3,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,9,9, , , , , , , , , ,66,2,3,0,0,0,4, ,-99,1,1,-99,4,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,4,MA,1,1,1,1,.290312983904195
4398199595,4,2,1/23/2025, , ,8,8,2,9,1,1, , ,11, , ,5,2, , ,1, ,3,2,1, ,1, ,5,5,5,45,45,40,3,6,3,2,1,1,1,1,1,1,1,1,-99,3,2,2,2,3,1,2,2,2,2,1,3,2,2,2,2,1,1,2,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,7,1,9,9, , , , , , , , , ,42,2,3,0,0,0,2, ,1,1,-99,-99,5,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,1,2, , , , , , ,7,2,5,MA,1,1,1,1,2.12284951591233
4398199611,3,1, ,2/2/2025 6:48:35,1,9,9,2,9,2,2,2,public health,13, ,-98,5,1, , ,1,-98, ,5,1,-98,4,-98,6,0,2,45,47,43,1,6,4,4,4,1,1,1,1,1,1,1,-99,2,3,2,2,5,4,4,4,3,2,1,1,1,3,3,1,1,7,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,10,9,6,1,5,to teach others in the field,10,2,1,-98, ,59,2,3,0,0,0,1,-98,1,-99,-99,-99,6,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,6,MA,1,1,1,1,.552697439770608
4398199670,4,2,1/30/2025, , ,4,5,3,5,1,10,10,PSYCHOLOGIST/RESEARCH,13, , ,5,2, , ,1, , ,5,1, ,1, ,6,5,5,60,70,40,2,-98,1,1,1,1,1,1,1,1,-99,-99,-99,1,1,2,2,4,1,3,2,1,3,1,1,1,1,4,3,3,2,5,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,5,8,6,7,3, , , , , , , , , ,39,1,2,0,0,0,1, ,1,1,1,-99,6,1,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,1,6,MA,1,1,1,1,1.16523042198345
4398199681,3,1, ,1/19/2025 11:42:57,1,7,6,2,7,1,5, ,-98,17, ,-98,4,1, , ,1,-98, ,6,1,-98,1,-98,5,4,4,40,50,40,2,1,1,1,1,1,1,1,1,1,1,-99,-99,2,2,2,2,4,3,3,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,9,2,7,2, , , , , , , , , ,49,2,2,0,2,0,1,-98,1,-99,-99,-99,6,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,6,MA,1,1,1,1,.734729186340317
4398199683,3,1, ,1/18/2025 11:03:20,1,7,6,3,6,1,8, ,-98,12, ,-98,5,1, , ,1,-98, ,6,1,-98,1,-98,5,0,2,35,40,35,2,6,4,4,4,1,1,1,1,1,1,1,-99,3,2,1,1,2,2,2,2,1,1,2,2,1,1,5,2,4,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,7,3, , , , , , , , , ,33,2,2,2,0,0,1,-98,1,1,1,-99,6,1,1,2,-99,-99,-99,-99,1,2,1,-99,-99,1,-99,-99,-99,1,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,6,MA,1,1,1,1,.944122916605201
4398199692,4,2,1/27/2025, , ,8,8,2,7,1,17, , ,16, , ,1,2,2, , , , ,3,2, ,1, ,5,0,8,5,25,0,2,1,1,1,1,1,-99,-99,-99,-99,-99,-99,1,4,2,2,2,4,4,4,4,4,4,1,2,2,2,2,2,1,7,4,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,8,9, , , , , , , , , ,61,2,2,0,0,0,2, ,-99,1,-99,-99,5,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,5,MA,1,1,1,1,.368464959847073
4398199698,4,2,1/28/2025, , ,8,8,2,4,1,12, , ,13, , ,2,2, , ,1, , ,6,2, ,1, ,4,0,8,38,38,32,3,6,3,4,4,3,1,1,1,-99,-99,1,-99,2,3,2,2,4,2,2,3,1,1,2,2,2,4,5,5,5,4,4,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,5,2,9,9, , , , , , , , , ,66,2,2,0,0,0,4, ,1,1,1,-99,4,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,4,MA,1,1,1,1,.374280859214589
4398199708,4,2,2/10/2025, , ,1,2,4,3,1,3, , ,17, , ,5,2, , ,1, ,1,6,2, ,1, ,5,0,0,20,25,15,3,1,1,2,2,1,1,-99,1,1,1,-99,-99,2,1,2,2,4,3,3,2,2,2,2,2,2,3,3,2,2,5,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9,1,2,3, , , , , , , , , ,54,3,1,0,0,0,1, ,1,-99,-99,-99,5,2,4,1,-99,-99,-99,-99,1,2,1,-99,-99,1,-99,-99,-99,2,-99,1,-99,-99,-99, ,2, ,1, , , , , , ,3,5,MA,1,1,1,1,.493477805796708
4398199711,4,2,1/28/2025, , ,7,7,3,6,1,18,18,CUSTOMER SERVICE,15,15,CAMPING & LODGING,5,2, , ,1, , ,5,2, ,2, ,5,5,5,30,20,12,3,3,2,2,4,3,-99,-99,1,-99,-99,1,-99,3,2,2,2,4,1,4,2,1,2,4,3,2,2,2,2,3,2,4,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,-98,2,10,7, , , , , , , , , ,43,1,2,0,0,0,4, ,1,-99,-99,-99,3,2,2,2,-99,-99,1,-99,-99,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , ,6, ,1,3,MA,1,1,1,1,3.15834346916701
4398199728,4,2,1/27/2025, , ,8,6,2,8,1,1, , ,16, , ,5,2, , ,1, , ,-98,-98, ,1, ,5,-98,3,50,55,50,1,2,1,3,2,2,1,1,1,-99,1,1,-99,2,2,2,2,2,4,1,2,3,1,1,1,1,1,5,2,2,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,11,1,8,5, , , , , , , , , ,50,2,2,-98,2,-98,1, ,1,-99,-99,-99,3,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,3,MA,1,1,1,1,1.02709653428941
4398199731,3,1, ,1/18/2025 8:37:31,1,5,5,3,4,2,1, ,-98,14, ,-98,3,1, , ,1,-98, ,5,-98,-98,1,-98,5,2,5,8,40,37,2,6,1,1,1,2,1,1,1,1,1,1,-99,-98,2,2,2,4,1,2,2,1,1,3,3,4,4,5,5,5,1,5,1,2,2,2,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,3,7,3,5,5,-98,3,1,-98,0,3,1,-98, ,54,2,4,1,2,0,1,-98,-99,1,-99,-99,6,-98,3,-98,-99,-99,1,-99,-99,2,2,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, , , , , , ,6, ,2,6,MA,1,1,1,1,1.92406177407925
4398199765,3,1, ,1/19/2025 10:53:33,1,7,8,3,8,1,1, ,-98,11,11,contract research and development,3,2, , ,1,-98, ,6,1,-98,1,-98,5,0,1,45,50,40,1,6,1,1,1,1,1,1,1,1,1,1,-99,3,2,2,2,2,1,1,2,1,1,1,1,1,2,4,4,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,11,2,8,5, , , , , , , , , ,54,2,2,0,0,0,1,-98,1,-99,1,-99,6,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99,-98,2, , , , , , , ,7,2,6,MA,1,1,1,1,.379931126045402
4398199775,4,2,1/23/2025, , ,8,7,3,6,1,22, , ,3, , ,5,2,2, , , , ,6,2, ,1, ,5,0,0,40,40,32,2,6,4,4,4,3,1,1,1,-99,-99,1,-99,3,2,2,2,4,2,4,2,2,2,2,1,2,1,5,5,4,3,2,4,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,1,1,2,5,4,4,9,4, , , , , , , , , ,63,1,2,0,0,0,1, ,1,-99,-99,-99,4,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,1,2, , , , , , ,7,1,4,MA,1,1,1,1,.884951501887903
4398199782,4,2,1/23/2025, , ,8,8,2,8,1,18, , ,4, , ,1,2,2, , , , ,6,2, ,1, ,5,0,2,40,40,36,3,6,2,4,4,1,1,1,1,1,1,1,-99,3,1,2,2,3,2,2,2,2,2,2,3,2,5,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,8,7, , , , , , , , , ,54,5,2,0,0,0,1, ,-99,-99,1,-99,5,2,1,2,-99,-99,1,-99,-99,2,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99, ,2, , , , , , ,6, ,5,5,MA,1,1,1,1,.739232669156515
4398199822,4,2,1/28/2025, , ,6,7,3,8,1,22, , ,17, , ,5,2, , ,1, , ,6,2, ,1, ,5,0,8,40,40,40,3,6,4,4,4,1,1,-99,1,1,1,1,-99,3,2,2,2,5,1,3,5,1,2,1,2,3,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,6,6, , , , , , , , , ,55,2,2,0,0,0,1, ,1,-99,-99,-99,2,2,2,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,2, , , , , , , ,7,2,2,MA,1,1,1,1,2.22762594688127
4398199824,4,2,1/27/2025, , ,8,8,2,8,1,23, , ,6, , ,2,2,1,1,2, ,1,6,3, ,1, ,6,0,0,56,60,42,2,1,1,1,1,1,1,1,1,1,-99,1,-99,4,2,2,2,2,1,1,3,1,2,1,3,3,1,1,1,1,4,1,1,3,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,7,1,9,9, , , , , , , , , ,69,2,2,0,0,0,4, ,-99,1,-99,-99,6,2,1,2,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,1,2,-99,1,-99,-99,-99, ,1,1, , , , , , ,7,2,6,MA,1,1,2,2,.448712312119976
